UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN
484136,R,38,R,14,R,24,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,28,R,12,R,16,R,9,R,2,R,7,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,38
484163,R,177,R,48,R,129,R,7,R,1,R,6,R,3,R,0,R,3,R,18,R,5,R,13,R,48,R,19,R,29,R,2,R,1,R,1,R,90,R,19,R,71,R,8,R,3,R,5,R,1,R,0,R,1,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,177
484172,R,82,R,23,R,59,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,82,R,23,R,59,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,82
484190,R,9,R,5,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,R,4,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,9
484206,R,161,R,1,R,160,R,3,Z,0,R,3,R,15,Z,0,R,15,R,5,Z,0,R,5,R,85,Z,0,R,85,Z,0,Z,0,Z,0,R,45,R,1,R,44,R,8,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,161
484233,R,107,R,52,R,55,R,0,R,0,R,0,R,9,R,3,R,6,R,2,R,2,R,0,R,67,R,40,R,27,R,0,R,0,R,0,R,29,R,7,R,22,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,107
484330,R,19,R,1,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,5,Z,0,R,5,Z,0,Z,0,Z,0,R,11,R,1,R,10,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,19
484349,R,48,R,3,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,R,5,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,9,Z,0,R,9,R,1,Z,0,R,1,R,29,R,3,R,26,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,48
484358,R,58,R,2,R,56,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,19,R,1,R,18,R,2,Z,0,R,2,R,30,R,1,R,29,R,3,Z,0,R,3,R,1,A,,R,1,A,,A,,A,,R,1,A,,R,1,R,57
484367,R,173,R,19,R,154,R,5,Z,0,R,5,R,20,R,4,R,16,R,12,R,1,R,11,R,43,R,1,R,42,R,1,Z,0,R,1,R,44,R,5,R,39,R,48,R,8,R,40,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,173
484376,R,215,R,19,R,196,R,5,R,1,R,4,R,17,R,3,R,14,R,24,R,2,R,22,R,49,R,4,R,45,R,6,R,1,R,5,R,53,R,3,R,50,R,50,R,4,R,46,R,10,R,1,R,9,R,1,Z,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,215
484394,R,83,R,6,R,77,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,66,R,2,R,64,R,5,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,83
484473,R,1027,R,426,R,601,R,2,Z,0,R,2,R,52,R,20,R,32,R,71,R,30,R,41,R,262,R,119,R,143,R,2,R,1,R,1,R,554,R,225,R,329,R,39,R,13,R,26,R,29,R,11,R,18,R,16,R,7,R,9,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,1027
484604,R,382,R,7,R,375,R,1,R,0,R,1,R,7,R,0,R,7,R,176,R,3,R,173,R,130,R,2,R,128,R,0,R,0,R,0,R,33,R,1,R,32,R,25,R,1,R,24,R,10,R,0,R,10,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,382
484613,R,25199,R,7646,R,17553,R,208,R,49,R,159,R,495,R,176,R,319,R,6102,R,1374,R,4728,R,3183,R,975,R,2208,R,174,R,47,R,127,R,7130,R,2241,R,4889,R,778,R,210,R,568,R,7081,R,2551,R,4530,R,48,R,23,R,25,R,72,R,8,R,80,R,39,S,,S,,R,111,S,,S,,S,
484631,R,164,R,68,R,96,R,1,Z,0,R,1,R,7,R,2,R,5,R,11,R,1,R,10,R,57,R,25,R,32,R,1,R,1,Z,0,R,18,R,9,R,9,R,4,R,1,R,3,R,65,R,29,R,36,Z,0,Z,0,Z,0,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
484756,R,11,R,5,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,2,R,4,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,0,S,,S,,Z,0,S,,S,,R,0,S,,S,,S,
484844,C,95,C,36,R,59,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,3,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,C,85,C,33,R,52,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,C,95
484862,R,59,R,30,R,29,R,0,R,0,R,0,R,1,R,0,R,1,R,5,R,2,R,3,R,12,R,4,R,8,R,0,R,0,R,0,R,33,R,19,R,14,R,1,R,0,R,1,R,6,R,5,R,1,R,1,R,0,R,1,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,59
484871,R,13,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,13
484899,R,211,R,3,R,208,R,2,R,0,R,2,R,5,R,0,R,5,R,14,R,0,R,14,R,36,R,0,R,36,R,3,R,0,R,3,R,82,R,1,R,81,R,13,R,1,R,12,R,56,R,1,R,55,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,211
484905,R,927,R,283,R,644,R,4,R,0,R,4,R,34,R,14,R,20,R,237,R,55,R,182,R,480,R,126,R,354,R,0,R,0,R,0,R,160,R,85,R,75,R,2,R,0,R,2,R,8,R,2,R,6,R,2,R,1,R,1,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,927
484923,R,49,R,0,R,49,R,0,R,0,R,0,R,4,R,0,R,4,R,8,R,0,R,8,R,2,R,0,R,2,R,3,R,0,R,3,R,31,R,0,R,31,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,49
484932,R,347,R,130,R,217,R,1,Z,0,R,1,R,3,Z,0,R,3,R,7,R,1,R,6,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,324,R,123,R,201,Z,0,Z,0,Z,0,R,8,R,4,R,4,Z,0,Z,0,Z,0,R,20,A,,R,20,A,,A,,A,,R,20,A,,R,20,R,327
484950,R,71,R,9,R,62,R,4,Z,0,R,4,R,1,Z,0,R,1,R,1,R,1,Z,0,R,12,R,3,R,9,Z,0,Z,0,Z,0,R,48,R,3,R,45,R,5,R,2,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,71
484996,R,60,R,1,R,59,Z,0,Z,0,Z,0,R,8,Z,0,R,8,R,13,Z,0,R,13,R,37,R,1,R,36,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,60
485014,R,42,R,0,R,42,R,0,R,0,R,0,R,3,R,0,R,3,R,8,R,0,R,8,R,5,R,0,R,5,R,0,R,0,R,0,R,13,R,0,R,13,R,2,R,0,R,2,R,11,R,0,R,11,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,42
485032,R,64,R,3,R,61,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,22,R,1,R,21,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,37,R,2,R,35,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,64
485111,R,1303,R,471,R,832,R,25,R,10,R,15,R,39,R,18,R,21,R,483,R,153,R,330,R,112,R,49,R,63,R,10,R,4,R,6,R,568,R,207,R,361,R,1,R,0,R,1,R,55,R,23,R,32,R,10,R,7,R,3,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,1303
485166,R,58,R,11,R,47,R,0,R,0,R,0,R,6,R,1,R,5,R,4,R,0,R,4,R,21,R,5,R,16,R,0,R,0,R,0,R,23,R,5,R,18,R,3,R,0,R,3,R,1,R,0,R,1,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,58
485236,R,51,R,0,R,51,R,0,R,0,R,0,R,1,R,0,R,1,R,23,R,0,R,23,R,1,R,0,R,1,R,0,R,0,R,0,R,22,R,0,R,22,R,1,R,0,R,1,R,3,R,0,R,3,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,51
485272,R,310,R,28,R,282,Z,0,Z,0,Z,0,R,9,R,1,R,8,R,42,R,1,R,41,R,233,R,21,R,212,Z,0,Z,0,Z,0,R,18,R,2,R,16,R,8,R,3,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,310
485342,R,202,R,157,R,45,R,0,R,0,R,0,R,3,R,3,R,0,R,31,R,25,R,6,R,74,R,56,R,18,R,0,R,0,R,0,R,85,R,67,R,18,R,8,R,6,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,202
485360,R,11,R,0,R,11,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,0,R,6,R,2,R,0,R,2,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,11
485379,R,318,R,51,R,267,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,89,R,16,R,73,R,125,R,21,R,104,Z,0,Z,0,Z,0,R,49,R,5,R,44,Z,0,Z,0,Z,0,R,54,R,9,R,45,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,318
485388,R,323,R,40,R,283,Z,0,Z,0,Z,0,R,6,R,1,R,5,R,105,R,15,R,90,R,147,R,18,R,129,R,3,R,1,R,2,R,55,R,5,R,50,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,323
485397,R,65,R,3,R,62,R,0,R,0,R,0,R,0,R,0,R,0,R,34,R,0,R,34,R,3,R,1,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,26,R,2,R,24,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,65
485403,R,57,R,17,R,40,R,1,R,0,R,1,R,7,R,0,R,7,R,6,R,1,R,5,R,11,R,3,R,8,R,0,R,0,R,0,R,26,R,10,R,16,R,5,R,2,R,3,R,0,R,0,R,0,R,1,R,1,R,0,A,,A,,A,,R,0,S,,S,,R,0,S,,S,,S,
485412,R,112,R,16,R,96,R,2,Z,0,R,2,R,2,Z,0,R,2,R,8,R,3,R,5,R,75,R,11,R,64,Z,0,Z,0,Z,0,R,19,R,1,R,18,R,5,R,1,R,4,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,112
485458,R,1093,R,504,R,589,R,5,R,2,R,3,R,6,R,3,R,3,R,223,R,73,R,150,R,112,R,52,R,60,Z,0,Z,0,Z,0,R,714,R,359,R,355,R,27,R,12,R,15,R,1,R,1,Z,0,R,5,R,2,R,3,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,1093
485476,R,131,R,1,R,130,R,5,Z,0,R,5,R,4,Z,0,R,4,R,3,Z,0,R,3,R,11,Z,0,R,11,R,1,Z,0,R,1,R,95,R,1,R,94,R,12,Z,0,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,131
485485,R,302,R,24,R,278,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,289,R,24,R,265,Z,0,Z,0,Z,0,R,8,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,302
485494,R,56,R,47,R,9,R,0,R,0,R,0,R,5,R,5,R,0,R,10,R,7,R,3,R,34,R,28,R,6,R,0,R,0,R,0,R,5,R,5,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,56
485500,R,70,R,55,R,15,R,0,R,0,R,0,R,9,R,7,R,2,R,28,R,21,R,7,R,16,R,12,R,4,R,0,R,0,R,0,R,12,R,11,R,1,R,5,R,4,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,70
485519,R,114,R,89,R,25,R,2,R,0,R,2,R,0,R,0,R,0,R,26,R,24,R,2,R,19,R,16,R,3,R,1,R,1,R,0,R,58,R,43,R,15,R,7,R,5,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,114
485546,R,109,R,48,R,61,R,1,R,1,R,0,R,12,R,7,R,5,R,27,R,15,R,12,R,18,R,6,R,12,R,0,R,0,R,0,R,18,R,5,R,13,R,2,R,1,R,1,R,3,R,1,R,2,R,28,R,12,R,16,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,109
485564,R,205,R,10,R,195,R,0,R,0,R,0,R,3,R,0,R,3,R,174,R,7,R,167,R,1,R,0,R,1,R,0,R,0,R,0,R,27,R,3,R,24,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,205
485573,R,282,R,37,R,245,Z,0,Z,0,Z,0,R,8,Z,0,R,8,R,1,Z,0,R,1,R,78,R,6,R,72,Z,0,Z,0,Z,0,R,193,R,30,R,163,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
485591,R,33,R,2,R,31,R,0,R,0,R,0,R,0,R,0,R,0,R,32,R,2,R,30,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,33
485607,R,31,R,3,R,28,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,R,19,R,3,R,16,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
485698,R,22,R,19,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,R,18,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,22
485768,R,286,R,142,R,144,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,9,R,0,R,158,R,60,R,98,R,0,R,0,R,0,R,4,R,3,R,1,R,8,R,6,R,2,R,2,R,0,R,2,R,105,R,64,R,41,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,286
485801,R,83,R,5,R,78,R,0,R,0,R,0,R,3,R,0,R,3,R,19,R,0,R,19,R,59,R,5,R,54,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,83
485856,R,6,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,6
485874,R,159,R,0,R,159,R,0,R,0,R,0,R,3,R,0,R,3,R,33,R,0,R,33,R,80,R,0,R,80,R,0,R,0,R,0,R,42,R,0,R,42,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,159
485926,R,135,R,31,R,104,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,134,R,31,R,103,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,135
485953,R,33,R,31,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,5,R,5,Z,0,R,6,R,5,R,1,Z,0,Z,0,Z,0,R,21,R,20,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
485962,R,9,R,8,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,6,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,9
485999,R,21,R,21,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,R,21,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,21
486017,R,5,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,5
486026,R,16,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,16,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,16
486053,R,73,R,61,R,12,R,1,R,1,R,0,R,3,R,3,R,0,R,1,R,1,R,0,R,3,R,3,R,0,R,1,R,1,R,0,R,53,R,42,R,11,Z,0,Z,0,Z,0,R,6,R,6,R,0,R,5,R,4,R,1,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,73
486123,R,10,R,6,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,2,R,3,R,0,R,0,R,0,R,3,R,3,R,0,R,1,R,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,10
486150,R,131,R,41,R,90,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,49,R,12,R,37,R,43,R,12,R,31,Z,0,Z,0,Z,0,R,37,R,17,R,20,R,1,R,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,131
486169,R,34,R,30,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,7,R,2,R,5,R,5,R,0,R,0,R,0,R,0,R,19,R,17,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,34
486196,R,22,R,22,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,R,20,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,22
486202,R,11,R,0,R,11,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,11,R,0,R,11,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,11
486239,R,128,R,61,R,67,R,4,R,0,R,4,R,2,R,1,R,1,R,0,R,0,R,0,R,21,R,11,R,10,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,99,R,48,R,51,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,128
486248,R,141,R,40,R,101,R,0,R,0,R,0,R,5,R,3,R,2,R,8,R,3,R,5,R,98,R,28,R,70,R,0,R,0,R,0,R,13,R,5,R,8,R,3,R,0,R,3,R,14,R,1,R,13,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,141
486257,R,101,R,49,R,52,R,1,R,0,R,1,R,8,R,5,R,3,R,27,R,14,R,13,R,22,R,8,R,14,R,0,R,0,R,0,R,37,R,19,R,18,R,2,R,1,R,1,R,2,R,1,R,1,R,2,R,1,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,101
486284,R,85,R,19,R,66,Z,0,Z,0,Z,0,R,4,Z,0,R,4,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,64,R,14,R,50,R,3,R,1,R,2,R,7,R,1,R,6,R,4,R,3,R,1,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,85
486345,R,174,R,168,R,6,R,0,R,0,R,0,R,4,R,4,R,0,R,29,R,28,R,1,R,117,R,112,R,5,R,0,R,0,R,0,R,17,R,17,R,0,R,1,R,1,R,0,R,6,R,6,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,174
486354,R,33,R,21,R,12,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,27,R,15,R,12,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,33
486372,R,69,R,59,R,10,R,0,R,0,R,0,R,6,R,6,R,0,R,16,R,10,R,6,R,6,R,4,R,2,R,0,R,0,R,0,R,24,R,22,R,2,R,1,R,1,R,0,R,16,R,16,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,69
486381,R,70,R,3,R,67,R,0,R,0,Z,0,R,2,R,1,R,1,R,9,R,0,R,9,R,27,R,2,R,25,R,0,R,0,Z,0,R,29,R,0,R,29,R,2,R,0,R,2,R,1,R,0,R,1,R,0,R,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,70
486406,R,10,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,10
486415,R,161,R,30,R,131,R,0,R,0,R,0,R,9,R,1,R,8,R,129,R,27,R,102,R,14,R,0,R,14,R,0,R,0,R,0,R,9,R,2,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
486424,R,53,R,6,R,47,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,51,R,6,R,45,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,53
486433,R,42,R,14,R,28,R,0,R,0,R,0,R,3,R,3,R,0,R,2,R,0,R,2,R,3,R,0,R,3,R,0,R,0,R,0,R,23,R,8,R,15,R,5,R,1,R,4,R,6,R,2,R,4,R,0,R,0,R,0,A,,A,,A,,R,6,A,,R,6,R,6,A,,R,6,R,36
486442,R,17,R,1,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0,Z,0,Z,0,Z,0,R,0,R,0,Z,0,R,17,R,1,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,17
